0,1,2,3,4,5,6,7,8,9,10,11,12,13
-0.03499758332829276,-0.03821733330888813,-0.035145971543765295,-0.036030980278124944,-0.03457164477434105,-0.03439588610447805,-0.03379848399672354,-0.035862809789960086,-0.03773605850003413,-0.03456550917823999,-0.03539913907402284,-0.035367653838392445,-0.034888250834492415,-0.0355972726098368
-0.03413236235236112,-0.035444375923606476,-0.03512294839286785,-0.03376516190033194,-0.034306496723169995,-0.033753022574175735,-0.034966820522642855,-0.03568399838349246,-0.035302884887804954,-0.03552563423645572,-0.03351736137967679,-0.03650324418743281,-0.03328643966804132,-0.03400852057403849
-0.03488783357783568,-0.03706018869074538,-0.03433524350549,-0.03682020498956826,-0.03568021504917433,-0.03538604253607146,-0.032943729213289405,-0.03347681452877607,-0.03508204903406951,-0.034756332223989134,-0.0350519817752924,-0.03519540049366885,-0.0356875530905082,-0.035727596724838426
-0.0338727910674488,-0.0345097517689058,-0.03604851313370437,-0.034907159127312105,-0.03536627360845508,-0.03550801296538228,-0.034314486466161226,-0.03517722393781731,-0.033123892849511845,-0.037309173421400985,-0.033614450654530656,-0.036017278265840565,-0.034092072014322086,-0.03555760768856411
-0.034070261408274,-0.03293685006109574,-0.03602547657388711,-0.03528483110201295,-0.035679078886049556,-0.03462206237727055,-0.03402019355845963,-0.03674785549195814,-0.03265774618792368,-0.03493810566192764,-0.03390461585879607,-0.03391226080928829,-0.03440863565144801,-0.033970224387084816
-0.03496739806867296,-0.035353645015926964,-0.0351385700911904,-0.03488467507547909,-0.034722569645620954,-0.03550963070434176,-0.03526193985035156,-0.0338483444496581,-0.036697765687456724,-0.037427768199432124,-0.03592003425858316,-0.03457913063595616,-0.03471080104368938,-0.03696316288001504
-0.03718288106787407,-0.03492039796871634,-0.03490123350444508,-0.03636947588773918,-0.034934191846374966,-0.03329464878882238,-0.0347928483396902,-0.03514029489869274,-0.03501808976573588,-0.03449125963701179,-0.03679436883122062,-0.03530354076962047,-0.037382439996780134,-0.036309168137497454
-0.03869056536052624,-0.0376719558371309,-0.037663744738577885,-0.03640416304309129,-0.03593030366820559,-0.03598826835997608,-0.03426291987184485,-0.03277477587567958,-0.03794596879681505,-0.03494314170880668,-0.0357462008148669,-0.033766691751166346,-0.034086008298804454,-0.033759393922586436
-0.033996615422789644,-0.03472228639417956,-0.0354063167966378,-0.03390064449822183,-0.03643799824891401,-0.034163789289505093,-0.03644156934061405,-0.03464935979329861,-0.036513374782763196,-0.034810810967641485,-0.03505416421462919,-0.037774493523462134,-0.03339443144331524,-0.035497313099448514
-0.03519170580499756,-0.03547208342711215,-0.0342031562840851,-0.033938471649967904,-0.03488967787528836,-0.0361785217714783,-0.03658216409600482,-0.0375801963635045,-0.032847027419559506,-0.034136343346210615,-0.0345158870850097,-0.03435307013057038,-0.03578605998160464,-0.033528483379245334
-0.03649683630962237,-0.034921571959243856,-0.035815523074076185,-0.036538547575944616,-0.03636151512276806,-0.03414479777598069,-0.03509360346132239,-0.03542688906722703,-0.03422027910815339,-0.03403009787109807,-0.03368250302773528,-0.03574618836889247,-0.03637180114599641,-0.03633135443721398
-0.033451688292131264,-0.035981994880167754,-0.034004895132588565,-0.034460636221061484,-0.034573864907588917,-0.03427110885067562,-0.03357790143482007,-0.03732220223960608,-0.03554051502324507,-0.0354641255704889,-0.03381761598580481,-0.03509250288256518,-0.0353064472107526,-0.03618525827552615
-0.03653964293918219,-0.034119001910812165,-0.03600141161593832,-0.03229995598769362,-0.03790998020283502,-0.036015956371067546,-0.034140321413735845,-0.03575409220211334,-0.03410270049107301,-0.036161899282858366,-0.03381506756465446,-0.03418292908262905,-0.03425583360038175,-0.03595751648959767
-0.035320706444505,-0.03349143523048704,-0.033921080032981436,-0.03535820820378666,-0.03489189769605256,-0.03462990998670679,-0.036044837729041594,-0.033927676360404516,-0.03321350365747699,-0.03641563376098774,-0.035622292016937986,-0.035075221126711874,-0.03406610881083468,-0.034884207552761656
-0.03640081228431267,-0.03445060966298821,-0.036423477558218176,-0.03401122084599947,-0.033790645168013826,-0.034107112595220916,-0.03408039584567636,-0.03750422816176113,-0.03622147547256563,-0.03605792726730697,-0.036910444725280454,-0.036142425077387,-0.03465639979435214,-0.035246540121368436
-0.03507684540877745,-0.032992731598768775,-0.0367428682044943,-0.03600106028640474,-0.036808755025621406,-0.03525521546555654,-0.036129736905971654,-0.03413972315809434,-0.03564921665892366,-0.037291902417254934,-0.03485775046022015,-0.033845246805786405,-0.0353155968501701,-0.035194169883885726
-0.03278305544509729,-0.03384233440308104,-0.03588726906850894,-0.03562998836495723,-0.03483731665127326,-0.03303650540397322,-0.03623338292610504,-0.034991748295386225,-0.035777254092624174,-0.03665962545885833,-0.035731796839778236,-0.034521077598832696,-0.03562693527849039,-0.03429044537614983
-0.03322350857842596,-0.03346059175982287,-0.03488365228578945,-0.03423035644471958,-0.03401725196738523,-0.03566035340387535,-0.035689563611972626,-0.036628343885459505,-0.03344793569524548,-0.033951968365330966,-0.03591427881133917,-0.036518467517661385,-0.03568189389635259,-0.0354106673049253
-0.036603436957478176,-0.031974162409614135,-0.034202731906321844,-0.03808778011315121,-0.03378367934431266,-0.03490123148799835,-0.03454446855412129,-0.034915550612825544,-0.03687534336499556,-0.034548942749458,-0.034472924513627226,-0.03474354263307298,-0.0340794866632614,-0.035852593185173726
-0.035547205411821554,-0.034244810523361556,-0.03471270044261545,-0.03261244941628824,-0.035278011561052085,-0.03468432280535778,-0.03301913653127316,-0.03491973637086239,-0.03528724235682093,-0.0347697640018192,-0.034817116249329615,-0.033406408207678824,-0.03482632909194969,-0.0329321751929386
-0.03531427637629981,-0.036478664453327724,-0.03567439497846767,-0.035814903112191813,-0.03349815856495415,-0.035635888162062,-0.03318277184905581,-0.03298683118199756,-0.03519445740307998,-0.03649015408219653,-0.034715660740025446,-0.03800603958830511,-0.03388947223362821,-0.03428851190634458
-0.035389191143700566,-0.03582595337409954,-0.034916326139186944,-0.03518843058568561,-0.035122354031854,-0.03309881264485812,-0.0359421032785165,-0.03506002993412383,-0.034807347584226066,-0.035136989936153135,-0.03437716738450276,-0.035393831817103885,-0.034708750726410866,-0.03590269062024909
-0.03373234757032046,-0.03675341542749653,-0.03702439668611228,-0.03503472432310623,-0.03605384533103843,-0.034594648994686485,-0.03641148877305387,-0.034833796943670794,-0.034782153445667346,-0.03495720891263189,-0.03533409957776506,-0.03538618034517814,-0.03602860816870609,-0.033326757159255344
-0.0347515686455891,-0.03476799644139637,-0.03606718207854055,-0.032026725055289036,-0.03592977713659809,-0.03629173106128121,-0.03480226231527426,-0.03272342601068734,-0.03490114153687764,-0.03540950842856108,-0.035167870110870796,-0.032977871691439974,-0.03432229044733972,-0.03707292227663861
-0.03694116726844463,-0.035561871911070395,-0.03498792595872213,-0.03573332393182068,-0.03475839800799507,-0.03554573992380823,-0.0346232557570418,-0.0340484431886664,-0.03516614490082564,-0.033479799787067534,-0.03601871229482296,-0.035522196762897564,-0.03486632748201971,-0.03546930234211343
-0.03514018515151313,-0.03552468377422687,-0.03663831880923765,-0.035062842082053645,-0.036746227959780754,-0.03690078598848469,-0.03417212372929097,-0.03425706279357499,-0.03440764965196437,-0.03573580783116681,-0.034338371700261265,-0.035653404319467605,-0.03446032781412326,-0.037445934625979435
-0.03544080359918815,-0.032989609718932174,-0.03697764237630607,-0.033260720449846286,-0.03335193355976577,-0.03550387345385817,-0.03510532327105915,-0.032997089477671084,-0.03735862753940313,-0.036372642176682984,-0.03482918268398062,-0.032962682567638825,-0.036872161551811736,-0.035059364204265704
-0.032919101002670606,-0.03471052707071236,-0.035844191589598055,-0.0354462955339915,-0.03805653863844686,-0.034960755313441,-0.03669928970257605,-0.03356559558299938,-0.03342169383751214,-0.034495146260268734,-0.03516362946054615,-0.03428166695553979,-0.03375218993087279,-0.0347671407229667
-0.03761567136090834,-0.035821171258750235,-0.036049813757570194,-0.03604023838483795,-0.035049400565817415,-0.037618512199093394,-0.03718259662799772,-0.035149835264754,-0.03392578678341012,-0.03570259159992321,-0.03542159795897051,-0.035027782626840614,-0.03542723332368125,-0.036915359182045936
-0.035931834181061675,-0.03496288473490798,-0.03495745018207734,-0.03602825203001333,-0.035670442100915765,-0.034411300969093464,-0.03487624966314123,-0.03557342501262983,-0.03501193464732228,-0.03394563084902878,-0.035747148050415824,-0.03274659824931081,-0.03594822172605625,-0.03476665529741121
-0.03508801416379397,-0.03614589065973546,-0.035544107193129185,-0.0348791261614715,-0.038531029103360676,-0.03366051872488475,-0.035435101049586644,-0.035100561078363936,-0.03306807856896735,-0.03672276453631529,-0.03660075329722823,-0.03465584059427315,-0.033549903925364215,-0.035155058052728755
-0.03369743393847602,-0.03507102343469277,-0.036298139017254094,-0.03535677877684555,-0.03420462311712246,-0.033542162679212444,-0.03379523964580886,-0.03547933495474757,-0.03610525379367332,-0.03639110533117314,-0.037405722017263075,-0.034268459981531524,-0.03668847710415999,-0.036198989690222436
