0,1,2,3,4,5,6,7,8,9,10,11,12,13
-0.0726668994006174,-0.0810056737404183,-0.07618732086388341,-0.07894099375483085,-0.07343533627241307,-0.03486243172072471,-0.03891445383615258,-0.04333921456758744,-0.04791173905353981,-0.17511369643314198,-0.17922011752843403,-0.18960310488313453,-0.2856471791112185,-0.29291004408001514
-0.0775690559899417,-0.07705416049026517,-0.07425269199838104,-0.07453375116172141,-0.07246933933454795,-0.03335213758371266,-0.03919339822658151,-0.044888826028442824,-0.04727179455504329,-0.17327592239189696,-0.18171763371429722,-0.18959836367742836,-0.28841115812191254,-0.2932574691552724
-0.07816094005913549,-0.07596521170718701,-0.07822360550862596,-0.07568630080874042,-0.07143056005624507,-0.03685931901887162,-0.03710260139840812,-0.04198132042757954,-0.05151540412471342,-0.1744443081560062,-0.1827774918708482,-0.19060495077609105,-0.2892478639440897,-0.29344915873226873
-0.07558057308571657,-0.071975803356985,-0.0743102701724938,-0.07825679003866517,-0.07388335014486916,-0.03650304975937711,-0.0378038804750732,-0.043172530007946366,-0.04551828427943998,-0.17722586759981251,-0.1814659747829133,-0.18483879634772069,-0.2849924001310391,-0.293884619003179
-0.07693643768144019,-0.07401589569713056,-0.07565116411784421,-0.07600725464161472,-0.07188390412749388,-0.03533944515806083,-0.03944974109596226,-0.04456291051475647,-0.047860686993968865,-0.17403613094663878,-0.18210425542775294,-0.18985785209806194,-0.28556612415733457,-0.28900417035275916
-0.07736612680876358,-0.07584320442407524,-0.07777347560705386,-0.07556220086656348,-0.07440131231105261,-0.03489923072025392,-0.03811460115013289,-0.04559844297148863,-0.04864978164399151,-0.17554777968491886,-0.17989464973070535,-0.18725624845525363,-0.2873755150904084,-0.2905275511107135
-0.07512048423079465,-0.07833839153987208,-0.07624495827203166,-0.07741968277765551,-0.07423467817094344,-0.03681037110327043,-0.03887194210502999,-0.04322713745781013,-0.047714034193934024,-0.17278972842746315,-0.1838518423873764,-0.18391802404315766,-0.28398902398025694,-0.29036848337939475
-0.07774061779695755,-0.07799638387908474,-0.07938615979874368,-0.07483138713727283,-0.07441268618225462,-0.03678458738921597,-0.03982370982001423,-0.04169134076466571,-0.045153054348606406,-0.172617302825266,-0.18226458181770683,-0.1864298411420793,-0.28886663415202574,-0.2915340292978873
-0.07203308415214431,-0.07260819780599204,-0.07811479036257533,-0.07705921143639897,-0.0763440146128859,-0.03418315432076492,-0.03904600740969744,-0.043207933907973554,-0.04851772964748256,-0.17437158681916332,-0.18128832411928475,-0.1869744616624817,-0.2880150960942748,-0.29323764539979386
-0.0760516188103217,-0.07062402622502023,-0.0769118293219824,-0.07701302511278069,-0.07304186754640311,-0.03573151946719058,-0.03744598065260511,-0.04676106832812247,-0.04849155013032983,-0.17614174678767483,-0.1803842764766908,-0.18833951218735523,-0.2868983785476739,-0.2929634099899345
-0.07708622330736778,-0.07770686670973742,-0.07684578256812971,-0.0764118404214566,-0.07182587197508271,-0.03592203975185409,-0.03902180248916149,-0.04385290464691211,-0.046838488839987875,-0.17594361007244427,-0.18498992302123007,-0.18810705416409515,-0.28538657452019456,-0.291834083215242
-0.07656507028425744,-0.07736652144273837,-0.07391197582235023,-0.07754869637799848,-0.07500641682222972,-0.034621744300878124,-0.038098385706518405,-0.04227804205654749,-0.04591876691781345,-0.17350523277365018,-0.18020745001185015,-0.18539895519659522,-0.28543683028045685,-0.29589611715681824
-0.0741052473228253,-0.07977823341776326,-0.07660183757799179,-0.0771108835517372,-0.07479785648899617,-0.034157364319362074,-0.03811390164834764,-0.04396696331173111,-0.04771337438425218,-0.17472688040594472,-0.18453828501116842,-0.18917541107208097,-0.2843780840663159,-0.2908757116945006
-0.07860493210245943,-0.07397465683461925,-0.07651808426621548,-0.07452240389316965,-0.07454822349890439,-0.03651219022637606,-0.03872662633277773,-0.041847559227634896,-0.04720124626365851,-0.1755335013918309,-0.18105926966803712,-0.18616883009831872,-0.2891313263198569,-0.29037347326893403
-0.07492505560448066,-0.07770419968420769,-0.07684504379028904,-0.07453223432371045,-0.07416490537163098,-0.03363460861745247,-0.03781049704156621,-0.04261684490717678,-0.044438419419322646,-0.17242211855029763,-0.18120180075530315,-0.18633845645059272,-0.28571047124991833,-0.28905946361422147
-0.07970646643780972,-0.07623505400914819,-0.07681060007562131,-0.07465302859542176,-0.0749199558344233,-0.03486427625970179,-0.03688958100478391,-0.041835001904362484,-0.04829469154598783,-0.17446725432941287,-0.18296839605950024,-0.18829098159237598,-0.2870638185343954,-0.2905075678050874
-0.07536884675769251,-0.07597477968764407,-0.07649185246464339,-0.07218214885818605,-0.07151668440690906,-0.035788592879803946,-0.038645927012049046,-0.04000901238227385,-0.04902993891764963,-0.17633220419470963,-0.18144658399972632,-0.18508982821722458,-0.2837581073874417,-0.2928247315305809
-0.07672101506644657,-0.07407997678087404,-0.07261352972548157,-0.07736212358649837,-0.07002241158131049,-0.03410579627650525,-0.03982068684251588,-0.043136673769385486,-0.04788663510869233,-0.17310163554731556,-0.18285596203209456,-0.1844040610456067,-0.28902581448329634,-0.2928234081262449
