0,1,2,3,4,5,6,7,8,9,10,11,12,13
-0.40448630136986286,-0.36482876712328793,-0.40030821917808235,-0.4222146118721464,-0.413070776255708,-0.207853881278539,-0.2632762557077629,-0.2773515981735163,-0.2611986301369865,-0.6976598173515981,-0.6382305936073062,-0.7716324200913242,-1.0195547945205479,-1.0420776255707769
-0.3662557077625572,-0.4182191780821919,-0.399018264840183,-0.38563926940639315,-0.3971917808219181,-0.26140410958904126,-0.28553652968036547,-0.29436073059360757,-0.2750114155251142,-0.6638242009132422,-0.7145547945205482,-0.721952054794521,-1.0378767123287675,-1.0415068493150683
-0.40910958904109607,-0.43173515981735167,-0.4100913242009133,-0.3914155251141558,-0.3952054794520552,-0.2659703196347035,-0.23477168949771698,-0.25012557077625586,-0.2646232876712332,-0.712374429223744,-0.7032762557077628,-0.6999543378995434,-1.0487671232876714,-1.0321803652968036
-0.431232876712329,-0.44550228310502327,-0.3759018264840186,-0.45750000000000024,-0.3577283105022834,-0.23262557077625612,-0.19952054794520568,-0.24250000000000027,-0.27941780821917817,-0.6902511415525114,-0.7104680365296805,-0.719315068493151,-1.023504566210046,-1.0487557077625573
-0.3934246575342467,-0.39989726027397254,-0.38841324200913274,-0.4787214611872146,-0.3891210045662101,-0.22170091324200925,-0.26069634703196354,-0.2892579908675804,-0.28597031963470365,-0.648002283105023,-0.6721004566210049,-0.7015753424657533,-1.0259360730593612,-1.0417237442922374
-0.4013013698630141,-0.4331050228310507,-0.39350456621004604,-0.4126484018264843,-0.4101598173515988,-0.227705479452055,-0.2599543378995436,-0.2653196347031964,-0.28627853881278575,-0.6637214611872149,-0.6913013698630138,-0.7037214611872148,-1.0222945205479452,-1.024429223744293
-0.3846347031963472,-0.39997716894977187,-0.37160958904109587,-0.41174657534246606,-0.4343493150684933,-0.2169863013698632,-0.25813926940639287,-0.2657077625570782,-0.2649771689497721,-0.6743835616438357,-0.7147146118721461,-0.7122031963470319,-1.0468493150684934,-1.0429223744292238
-0.4422602739726029,-0.41144977168949814,-0.4144977168949776,-0.39753424657534275,-0.4375228310502285,-0.26751141552511437,-0.30194063926940673,-0.2419178082191783,-0.22719178082191782,-0.6796803652968038,-0.7149771689497715,-0.738527397260274,-1.053059360730594,-1.0584132420091326
-0.3438926940639273,-0.39085616438356185,-0.39776255707762587,-0.39118721461187234,-0.4159360730593611,-0.24299086757990873,-0.26721461187214646,-0.2648744292237444,-0.27331050228310505,-0.6559246575342468,-0.7063356164383561,-0.6837100456621008,-1.0499543378995435,-1.0262785388127855
-0.43778538812785417,-0.43279680365296824,-0.41413242009132456,-0.4063013698630139,-0.3746004566210047,-0.24657534246575374,-0.25460045662100494,-0.3051484018264842,-0.25077625570776296,-0.6626369863013702,-0.7309246575342468,-0.7117351598173518,-1.0219178082191775,-1.0295776255707765
-0.44095890410958904,-0.40473744292237435,-0.4119292237442924,-0.42582191780821976,-0.3971232876712333,-0.2413698630136989,-0.27934931506849303,-0.31238584474885867,-0.25801369863013746,-0.6718264840182647,-0.7085502283105024,-0.7542579908675798,-1.034543378995434,-1.0563013698630144
-0.4232077625570778,-0.40173515981735164,-0.4181621004566213,-0.39703196347031944,-0.39439497716895044,-0.28456621004566207,-0.24133561643835633,-0.24002283105022892,-0.2613127853881281,-0.6486872146118723,-0.7282876712328769,-0.7210159817351601,-1.0403881278538811,-1.0540753424657536
-0.4224771689497717,-0.3927739726027403,-0.4545091324200917,-0.3972260273972603,-0.3769063926940639,-0.20501141552511426,-0.2218036529680366,-0.25807077625570773,-0.2852168949771692,-0.6274200913242008,-0.6795319634703196,-0.7261073059360734,-1.0410616438356168,-1.0562328767123288
-0.4139954337899546,-0.38594748858447525,-0.41509132420091344,-0.42126712328767135,-0.41261415525114176,-0.2303995433789956,-0.22839041095890433,-0.26429223744292274,-0.2693721461187215,-0.6476940639269405,-0.6754566210045665,-0.7276141552511417,-1.0611986301369862,-1.0158333333333336
-0.4393949771689498,-0.43304794520547973,-0.45583333333333365,-0.4190867579908679,-0.4181849315068493,-0.23757990867579915,-0.2531506849315073,-0.2583561643835621,-0.26332191780821934,-0.6663356164383561,-0.7186301369863013,-0.7143036529680367,-1.0033105022831048,-1.0177168949771684
-0.4144634703196347,-0.3931050228310504,-0.3632534246575345,-0.4081621004566214,-0.4295662100456624,-0.24715753424657538,-0.24073059360730598,-0.29418949771689507,-0.3175228310502284,-0.6526255707762558,-0.6960958904109589,-0.7018264840182648,-1.0382191780821919,-1.0501141552511415
-0.379006849315069,-0.41968036529680375,-0.4121461187214617,-0.38506849315068503,-0.42713470319634717,-0.24901826484018286,-0.24248858447488608,-0.2806506849315069,-0.27388127853881317,-0.6709246575342465,-0.6768150684931507,-0.7327397260273976,-1.0611757990867576,-1.0085616438356166
-0.4492922374429227,-0.42707762557077655,-0.432157534246576,-0.4232420091324204,-0.422191780821918,-0.2390753424657539,-0.2655821917808221,-0.28834474885844796,-0.3023630136986304,-0.6687671232876714,-0.6958561643835619,-0.7275799086757991,-1.0281506849315067,-1.0467237442922377
-0.4184589041095892,-0.4317465753424662,-0.41406392694063976,-0.4425228310502286,-0.3987557077625573,-0.24211187214611918,-0.258207762557078,-0.2747602739726027,-0.2673630136986306,-0.6528082191780825,-0.6743150684931506,-0.6956735159817352,-1.0487442922374435,-1.0316780821917808
-0.44487442922374454,-0.34941780821917845,-0.40148401826484015,-0.4358447488584477,-0.38251141552511436,-0.2087100456621005,-0.25933789954337905,-0.25341324200913296,-0.2732077625570777,-0.6593378995433793,-0.7009132420091323,-0.7074543378995433,-1.0075799086757997,-1.0571232876712333
-0.4037557077625574,-0.40634703196347066,-0.37682648401826524,-0.420057077625571,-0.40214611872146144,-0.1786073059360731,-0.3030479452054794,-0.2589383561643841,-0.2931735159817356,-0.6359931506849318,-0.7083333333333335,-0.7013470319634705,-1.0362899543378994,-1.0357648401826487
-0.4043607305936078,-0.4234589041095893,-0.4183219178082196,-0.4270205479452056,-0.4342808219178085,-0.21818493150684937,-0.25980593607305946,-0.2739383561643838,-0.24698630136986321,-0.6743264840182648,-0.6964383561643835,-0.7253310502283106,-1.0130022831050227,-1.0477283105022837
-0.47123287671232894,-0.4260844748858451,-0.41570776255707764,-0.40506849315068516,-0.38815068493150706,-0.2350799086757991,-0.2407990867579911,-0.2384817351598174,-0.3119406392694066,-0.6677397260273977,-0.7075228310502281,-0.7306278538812786,-1.0114611872146122,-1.0337671232876704
-0.3950228310502285,-0.41784246575342465,-0.39022831050228346,-0.43183789954337903,-0.40944063926940655,-0.24259132420091378,-0.24939497716894976,-0.26871004566210055,-0.3021118721461189,-0.6683105022831048,-0.7278652968036529,-0.7311187214611871,-1.0406621004566206,-1.020445205479452
-0.4203424657534247,-0.43352739726027434,-0.4470319634703196,-0.4068835616438359,-0.4333789954337902,-0.20180365296803682,-0.25681506849315094,-0.26455479452054775,-0.3021347031963473,-0.6672031963470322,-0.7039954337899543,-0.7239041095890413,-1.01439497716895,-1.0268721461187216
-0.42707762557077655,-0.41526255707762594,-0.3757420091324203,-0.424908675799087,-0.41658675799086786,-0.22512557077625595,-0.24575342465753447,-0.26004566210045676,-0.2876598173515986,-0.6609360730593608,-0.68587899543379,-0.7145319634703198,-1.0133561643835622,-1.0112214611872146
-0.41450913242009146,-0.4106392694063927,-0.41268264840182656,-0.4138698630136989,-0.39125570776255714,-0.23871004566210086,-0.25180365296803664,-0.27119863013698675,-0.25718036529680366,-0.6771004566210047,-0.6813926940639271,-0.7057305936073061,-1.0467694063926944,-1.005114155251142
-0.3827853881278539,-0.445707762557078,-0.4320433789954341,-0.42216894977168995,-0.39406392694063963,-0.24237442922374453,-0.2605136986301372,-0.29141552511415547,-0.2282534246575344,-0.6684360730593609,-0.7085844748858446,-0.6990525114155252,-1.0543607305936074,-1.0204680365296808
-0.422716894977169,-0.41078767123287685,-0.4324315068493152,-0.42175799086758015,-0.3902625570776257,-0.21942922374429263,-0.2692922374429225,-0.2668721461187218,-0.26952054794520564,-0.6885616438356168,-0.6971575342465754,-0.7321917808219182,-1.042054794520548,-1.0426484018264843
-0.44247716894977185,-0.4166324200913246,-0.3891438356164385,-0.4217922374429227,-0.39182648401826525,-0.21582191780821924,-0.2988356164383563,-0.2843721461187215,-0.27017123287671274,-0.6775228310502287,-0.6767237442922378,-0.6772945205479453,-1.0162899543379003,-1.0409246575342463
-0.4386301369863015,-0.4231050228310508,-0.4051255707762561,-0.42960045662100466,-0.3955365296803657,-0.21509132420091348,-0.23043378995433816,-0.249691780821918,-0.2794748858447491,-0.6530251141552514,-0.6842351598173515,-0.741929223744292,-1.0193493150684936,-1.020787671232877
