-0.0689717682915503,-0.38910958904109594
-0.36271459960418406,-0.49781963470319646
-0.05189104774271808,-0.44141552511415527
-0.43313059617145033,-0.6932191780821919
-0.12804225569248218,-0.4493378995433791
-0.058793961784119296,-0.41723744292237464
-0.9137850617450645,-0.28507990867579924
-0.05694415028561435,-0.40547945205479463
-0.07476558832451394,-0.46899543378995456
-0.646027962612994,-0.9348173515981733
-0.05253421880357412,-0.37091324200913234
-0.3614824466736285,-0.4627168949771693
-0.15274091773209955,-0.4029908675799091
-0.06188689628948803,-0.3843150684931509
-0.4407945211130756,-0.486518264840183
-0.09498143137994272,-0.406004566210046
-0.4848658314300822,-0.23613013698630148
-0.8036725964553306,-0.6605593607305938
-0.05936964088586465,-0.28546803652968067
-0.051155980979662445,-0.369543378995434
-0.22181536409406227,-0.46390410958904127
-0.42471821901844053,-0.7917237442922375
-0.5263281285577688,-0.4460844748858449
-0.06250235932858268,-0.40801369863013726
-0.09560309891422011,-0.44694063926940675
-0.588262362939313,-0.30859589041095925
-0.13888679908468876,-0.4075114155251146
-1.0040001168196073,-0.23269406392694092
-0.798228217653774,-0.5412328767123289
-0.08947018806173866,-0.31692922374429255
-0.16468272194644792,-0.33827625570776265
-0.06446510103406891,-0.4260045662100461
-0.18020964127069083,-0.4666894977168954
-0.7289991892813762,-0.24836757990867608
-0.06306080004383735,-0.3915296803652967
-0.6433892488470433,-0.35139269406392715
-0.3484332670418445,-0.24318493150684928
-0.05277309751657558,-0.4151027397260276
-0.48271584402184853,-0.3094748858447488
-0.5966230109933404,-0.8044063926940641
-0.8610317539954917,-0.5255593607305937
-0.3972600280236621,-0.2666438356164387
-0.6589775019398924,-0.26650684931506874
-0.7797986606152275,-0.5221803652968038
-0.9880377272374279,-0.29501141552511434
-0.15921040057267016,-0.4331735159817358
-0.2897350129354289,-0.26430365296803693
-0.07368904614123592,-0.2354794520547947
-0.055520887665726014,-0.4169292237442922
-0.05844916565774821,-0.4032534246575348
-0.6023723623047861,-0.6223515981735163
-0.848127695632275,-0.5267922374429225
-0.6310568791542781,-0.6098287671232879
-0.5794812591232424,-0.5237214611872146
-0.638807751349489,-0.511906392694064
-0.5558730323200953,-0.5346575342465754
-0.8194581814030475,-0.997659817351598
-0.20864073166052194,-0.7572716894977167
-0.7649218375189615,-0.5512100456621007
-0.4209822176272796,-0.5178196347031966
-0.7505511012558782,-0.9638470319634705
-0.4156677591961134,-0.500045662100457
-0.2808951510706512,-0.655433789954338
-0.4680430110105401,-0.6448515981735161
-0.8374872308321677,-0.5084360730593609
-0.6144276523601786,-0.5223744292237447
-0.64526310537708,-0.5170662100456624
-0.47853161386026266,-0.5323744292237442
-0.3870109887009218,-0.5085958904109592
